"property_type","room_type","accommodates","month_year","active_listing_rate","min_price","max_price","median_price","avg_price","distinct_hosts","superhost_rate","avg_review_scores_rating","total_stays","avg_estimated_revenue_per_active_listing","pct_change_active_listings","pct_change_inactive_listings"
shared room in bed and breakfast,shared room,1,"12-2020",100.00,16.00,55.00,29.0,32.25,4,0.00,90.75,36,465.00,0.00,
shared room in bed and breakfast,shared room,1,"01-2021",100.00,16.00,55.00,27.0,31.25,4,0.00,90.75,59,528.50,0.00,
shared room in bed and breakfast,shared room,1,"02-2021",100.00,16.00,55.00,24.5,30.00,4,0.00,90.75,60,585.00,0.00,
shared room in bed and breakfast,shared room,1,"03-2021",100.00,16.00,55.00,24.5,30.00,4,0.00,91.50,30,412.50,0.00,
shared room in bed and breakfast,shared room,1,"04-2021",100.00,15.00,55.00,23.0,26.80,5,0.00,92.20,30,330.00,25.00,
shared room in bed and breakfast,shared room,2,"08-2020",100.00,39.00,39.00,39.0,39.00,1,0.00,97.00,29,1131.00,,
shared room in bed and breakfast,shared room,2,"09-2020",100.00,39.00,39.00,39.0,39.00,1,0.00,97.00,28,1092.00,0.00,
shared room in bed and breakfast,shared room,2,"10-2020",100.00,39.00,39.00,39.0,39.00,1,0.00,97.00,30,1170.00,0.00,
shared room in bed and breakfast,shared room,2,"11-2020",100.00,39.00,39.00,39.0,39.00,1,0.00,97.00,26,1014.00,0.00,
shared room in bed and breakfast,shared room,2,"12-2020",100.00,39.00,39.00,39.0,39.00,1,0.00,97.00,30,1170.00,0.00,
