"property_type","room_type","accommodates","month_year","active_listing_rate","min_price","max_price","median_price","avg_price","distinct_hosts","superhost_rate","avg_review_scores_rating","total_stays","avg_estimated_revenue_per_active_listing","pct_change_active_listings","pct_change_inactive_listings"
entire home/apt,entire home/apt,6,"08-2020",100.00,105.00,119.00,112.0,112.00,1,0.00,100.00,16,854.00,,
entire home/apt,entire home/apt,6,"09-2020",100.00,112.00,1407.76,127.0,548.92,2,0.00,100.00,73,15747.93,50.00,
entire home/apt,entire home/apt,6,"10-2020",100.00,132.00,1419.00,775.5,775.50,2,0.00,90.00,33,21483.00,-33.33,
entire home/apt,entire home/apt,6,"11-2020",100.00,158.00,1434.00,796.0,796.00,2,0.00,90.00,53,23327.00,0.00,
entire home/apt,entire home/apt,6,"12-2020",100.00,246.00,1699.00,1046.0,997.00,2,0.00,95.67,47,21317.33,50.00,
entire home/apt,entire home/apt,6,"01-2021",100.00,1564.00,1687.00,1625.5,1625.50,1,0.00,100.00,41,32738.50,-33.33,
entire home/apt,entire home/apt,6,"02-2021",100.00,1326.00,2066.00,1696.0,1696.00,1,0.00,100.00,59,49847.00,0.00,
entire home/apt,entire home/apt,6,"03-2021",100.00,1318.00,1807.00,1562.5,1562.50,1,0.00,100.00,45,33322.50,0.00,
entire home/apt,entire home/apt,6,"04-2021",100.00,1344.00,1638.00,1491.0,1491.00,1,0.00,100.00,60,44730.00,0.00,
entire home/apt,entire home/apt,8,"09-2020",100.00,1834.00,1834.00,1834.0,1834.00,1,0.00,100.00,30,55020.00,,
entire home/apt,entire home/apt,8,"10-2020",100.00,3441.00,3441.00,3441.0,3441.00,1,0.00,100.00,30,103230.00,0.00,
entire home/apt,entire home/apt,8,"11-2020",100.00,3441.00,3441.00,3441.0,3441.00,1,0.00,100.00,30,103230.00,0.00,
entire home/apt,entire home/apt,8,"12-2020",100.00,3441.00,3441.00,3441.0,3441.00,1,0.00,100.00,27,92907.00,0.00,
entire home/apt,entire home/apt,8,"01-2021",100.00,3687.00,3687.00,3687.0,3687.00,1,0.00,100.00,25,92175.00,0.00,
entire home/apt,entire home/apt,8,"02-2021",100.00,1566.00,1566.00,1566.0,1566.00,1,0.00,100.00,30,46980.00,0.00,
entire home/apt,entire home/apt,8,"03-2021",100.00,1566.00,1566.00,1566.0,1566.00,1,0.00,100.00,22,34452.00,0.00,
entire home/apt,entire home/apt,8,"04-2021",100.00,3692.00,3692.00,3692.0,3692.00,1,0.00,100.00,30,110760.00,0.00,
entire home/apt,entire home/apt,9,"12-2020",100.00,7849.00,7849.00,7849.0,7849.00,1,0.00,100.00,30,235470.00,,
entire home/apt,entire home/apt,9,"01-2021",100.00,6025.00,6025.00,6025.0,6025.00,1,0.00,100.00,1,6025.00,0.00,
entire home/apt,entire home/apt,9,"02-2021",100.00,6025.00,6025.00,6025.0,6025.00,1,0.00,100.00,16,96400.00,0.00,
entire home/apt,entire home/apt,10,"12-2020",100.00,3012.00,3012.00,3012.0,3012.00,1,0.00,100.00,14,42168.00,,
entire home/apt,entire home/apt,10,"01-2021",100.00,3012.00,3012.00,3012.0,3012.00,1,0.00,100.00,26,78312.00,0.00,
entire home/apt,entire home/apt,10,"02-2021",100.00,2560.00,2560.00,2560.0,2560.00,1,0.00,100.00,30,76800.00,0.00,
entire home/apt,entire home/apt,10,"03-2021",100.00,2560.00,2560.00,2560.0,2560.00,1,0.00,100.00,30,76800.00,0.00,
entire home/apt,entire home/apt,10,"04-2021",100.00,2560.00,2560.00,2560.0,2560.00,1,0.00,100.00,30,76800.00,0.00,
entire house,entire home/apt,1,"08-2020",100.00,29.00,1200.00,110.0,181.85,13,0.00,92.92,221,4332.69,,
entire house,entire home/apt,1,"09-2020",100.00,29.00,1200.00,115.0,276.31,15,0.00,94.25,297,7313.19,23.08,
entire house,entire home/apt,1,"10-2020",100.00,29.00,1200.00,115.0,228.81,16,0.00,92.44,337,5974.13,0.00,
entire house,entire home/apt,1,"11-2020",100.00,29.00,1200.00,115.0,228.94,16,0.00,92.44,326,5920.38,0.00,
entire house,entire home/apt,1,"12-2020",100.00,29.00,1200.00,110.0,221.47,17,0.00,92.24,300,5504.94,6.25,
entire house,entire home/apt,1,"01-2021",100.00,29.00,1200.00,110.0,253.71,17,0.00,92.24,320,6542.88,0.00,
entire house,entire home/apt,1,"02-2021",100.00,29.00,1200.00,110.0,254.12,17,0.00,92.24,309,6498.41,0.00,
entire house,entire home/apt,1,"03-2021",100.00,29.00,1200.00,115.0,265.19,16,0.00,92.25,288,6812.81,-5.88,
entire house,entire home/apt,1,"04-2021",100.00,29.00,1200.00,115.0,265.25,16,0.00,92.25,341,7041.81,0.00,
entire house,entire home/apt,2,"08-2020",100.00,30.00,900.00,129.5,152.24,218,27.52,95.39,4566,2808.23,,
entire house,entire home/apt,2,"09-2020",100.00,25.00,900.00,129.5,150.55,240,25.42,96.00,6199,3119.83,28.95,
entire house,entire home/apt,2,"10-2020",100.00,29.00,900.00,129.0,150.57,232,24.57,95.71,5393,3327.39,-18.03,
entire house,entire home/apt,2,"11-2020",100.00,30.00,900.00,130.0,154.66,238,24.37,95.74,5427,3216.51,1.66,
entire house,entire home/apt,2,"12-2020",100.00,46.00,900.00,133.0,158.35,238,23.95,95.88,6105,3733.44,0.82,
entire house,entire home/apt,2,"01-2021",100.00,46.00,900.00,130.0,157.51,235,23.83,96.05,5790,3532.52,0.00,
entire house,entire home/apt,2,"02-2021",99.59,46.00,900.00,130.0,157.05,234,23.08,95.88,5427,3384.90,-0.81,
entire house,entire home/apt,2,"03-2021",99.59,46.00,900.00,130.0,157.02,231,22.51,95.95,5630,3445.54,0.00,0.00
entire house,entire home/apt,2,"04-2021",99.17,46.00,900.00,132.5,162.10,230,23.48,95.97,5634,3606.32,-2.86,100.00
entire house,entire home/apt,3,"08-2020",100.00,37.00,500.00,130.0,155.38,91,26.37,97.26,2058,3363.35,,
entire house,entire home/apt,3,"09-2020",100.00,37.00,500.00,126.5,157.35,104,23.08,96.09,2939,3581.17,35.48,
entire house,entire home/apt,3,"10-2020",100.00,37.00,605.00,126.5,158.15,104,23.08,96.73,2553,3763.96,-15.87,
entire house,entire home/apt,3,"11-2020",100.00,37.00,605.00,135.0,164.52,103,22.33,96.64,2675,4133.06,-0.94,
entire house,entire home/apt,3,"12-2020",100.00,37.00,671.00,142.5,171.06,100,23.00,96.82,2693,4355.56,-2.86,
entire house,entire home/apt,3,"01-2021",100.00,37.00,650.00,139.5,167.20,98,23.47,96.85,2555,4241.73,-1.96,
entire house,entire home/apt,3,"02-2021",100.00,37.00,500.00,142.5,166.35,98,23.47,96.89,2432,3900.34,0.00,
entire house,entire home/apt,3,"03-2021",100.00,37.00,970.00,140.0,172.32,97,23.71,96.87,2492,4166.19,-1.00,
entire house,entire home/apt,3,"04-2021",99.01,37.00,1999.00,127.5,181.41,99,24.24,96.63,2480,4511.37,1.01,
entire house,entire home/apt,4,"08-2020",100.00,50.00,9999.00,200.0,263.44,694,16.43,96.55,16760,5647.41,,
entire house,entire home/apt,4,"09-2020",100.00,40.00,9999.00,200.0,256.66,774,15.63,96.55,22472,5797.93,27.78,
entire house,entire home/apt,4,"10-2020",100.00,40.00,9999.00,202.0,263.47,772,15.28,96.63,19813,6010.19,-12.93,
entire house,entire home/apt,4,"11-2020",100.00,40.00,9999.00,205.5,265.36,764,15.05,96.61,19718,6065.02,-1.12,
entire house,entire home/apt,4,"12-2020",100.00,40.00,4000.00,220.0,268.70,788,14.97,96.75,20855,6541.62,3.54,
entire house,entire home/apt,4,"01-2021",100.00,40.00,8000.00,218.0,276.10,780,14.62,96.71,20428,6495.18,-1.22,
entire house,entire home/apt,4,"02-2021",99.88,40.00,10000.00,214.0,272.38,773,14.49,96.68,19411,6078.68,-0.99,
entire house,entire home/apt,4,"03-2021",99.75,40.00,10000.00,210.0,269.77,765,14.51,96.71,19425,6070.65,-1.37,100.00
entire house,entire home/apt,4,"04-2021",99.62,40.00,4000.00,210.0,262.42,756,14.29,96.64,19650,6340.00,-1.01,50.00
entire house,entire home/apt,5,"08-2020",100.00,83.00,2000.00,287.0,335.04,377,11.94,96.19,9017,7318.71,,
entire house,entire home/apt,5,"09-2020",100.00,70.00,2000.00,299.0,332.38,427,11.24,96.43,12667,7745.65,33.25,
entire house,entire home/apt,5,"10-2020",100.00,70.00,2000.00,299.0,343.46,424,11.79,96.35,10935,8359.69,-15.67,
entire house,entire home/apt,5,"11-2020",100.00,70.00,2000.00,299.0,343.49,426,11.74,96.57,10739,8096.80,0.46,
entire house,entire home/apt,5,"12-2020",99.77,70.00,2000.00,300.0,364.22,425,12.00,96.78,11233,9004.61,-0.46,
entire house,entire home/apt,5,"01-2021",100.00,70.00,2000.00,300.0,364.99,417,10.55,96.76,10720,8804.97,-1.38,-100.00
entire house,entire home/apt,5,"02-2021",100.00,20.00,2000.00,300.0,359.37,419,10.74,96.69,10376,8251.08,0.70,
entire house,entire home/apt,5,"03-2021",100.00,70.00,2000.00,300.0,358.55,416,10.58,96.72,10451,8322.27,-0.69,
entire house,entire home/apt,5,"04-2021",99.77,70.00,2000.00,300.0,360.47,419,10.50,96.55,10791,8563.30,0.23,
entire house,entire home/apt,6,"08-2020",100.00,69.00,5000.00,350.0,420.51,982,15.27,96.48,25226,9238.93,,
entire house,entire home/apt,6,"09-2020",100.00,50.00,5000.00,350.0,421.37,1087,14.17,96.33,33745,9910.04,26.73,
entire house,entire home/apt,6,"10-2020",100.00,50.00,5000.00,357.0,435.96,1062,14.03,96.44,29655,10713.03,-14.97,
entire house,entire home/apt,6,"11-2020",100.00,50.00,5000.00,365.0,437.54,1058,13.80,96.47,29391,10689.19,-0.68,
entire house,entire home/apt,6,"12-2020",100.00,50.00,5000.00,400.0,481.44,1083,14.13,96.50,31296,12004.42,3.24,
entire house,entire home/apt,6,"01-2021",100.00,50.00,3407.00,397.0,471.64,1066,14.17,96.39,29313,11208.93,-1.65,
entire house,entire home/apt,6,"02-2021",100.00,50.00,2560.00,385.0,454.28,1058,13.89,96.33,28172,10483.95,-1.18,
entire house,entire home/apt,6,"03-2021",100.00,50.00,2560.00,383.0,453.66,1045,13.68,96.39,28614,10753.16,-1.19,
entire house,entire home/apt,6,"04-2021",99.30,50.00,2600.00,390.0,464.12,1023,13.78,96.38,28116,10863.77,-2.67,
entire house,entire home/apt,7,"08-2020",100.00,82.00,2586.00,495.0,554.30,321,12.46,96.76,8172,12514.95,,
entire house,entire home/apt,7,"09-2020",100.00,82.00,2586.00,495.0,538.22,357,10.92,96.86,10832,12902.91,27.57,
entire house,entire home/apt,7,"10-2020",100.00,89.00,2586.00,500.0,556.43,355,11.55,96.97,9852,14344.33,-13.10,
entire house,entire home/apt,7,"11-2020",100.00,65.00,2586.00,495.0,561.39,365,10.96,97.00,10048,14352.61,2.12,
entire house,entire home/apt,7,"12-2020",100.00,65.00,2586.00,503.5,601.00,370,11.08,97.24,10103,15180.54,1.04,
entire house,entire home/apt,7,"01-2021",100.00,65.00,2586.00,500.0,585.71,368,10.33,97.06,9905,14495.36,-0.51,
entire house,entire home/apt,7,"02-2021",100.00,65.00,2586.00,500.0,573.21,368,8.97,97.03,9965,14429.47,0.00,
entire house,entire home/apt,7,"03-2021",100.00,65.00,2586.00,500.0,576.52,360,8.06,97.01,9657,14151.57,-1.80,
entire house,entire home/apt,7,"04-2021",99.74,66.00,5000.00,500.0,593.22,361,7.20,96.95,9738,14787.64,-0.26,
entire house,entire home/apt,8,"08-2020",100.00,75.00,10000.00,600.0,695.21,751,12.65,97.19,19547,14398.92,,
entire house,entire home/apt,8,"09-2020",100.00,75.00,10000.00,600.0,710.86,817,11.38,97.36,25538,15951.94,23.87,
entire house,entire home/apt,8,"10-2020",100.00,75.00,10000.00,600.0,745.89,803,11.58,97.31,23518,17505.90,-11.96,
entire house,entire home/apt,8,"11-2020",100.00,75.00,10000.00,650.0,754.12,790,12.28,97.43,23147,17756.66,-1.76,
entire house,entire home/apt,8,"12-2020",100.00,75.00,10000.00,686.0,826.50,805,12.05,97.45,24168,19736.83,2.11,
entire house,entire home/apt,8,"01-2021",100.00,75.00,10000.00,691.0,823.86,786,11.70,97.39,22818,18719.45,-1.86,
entire house,entire home/apt,8,"02-2021",100.00,75.00,10000.00,653.0,783.18,781,11.65,97.46,22198,17319.72,-0.74,
entire house,entire home/apt,8,"03-2021",100.00,75.00,10000.00,650.0,772.47,787,11.82,97.34,22306,16957.87,0.53,
entire house,entire home/apt,8,"04-2021",99.68,75.00,10000.00,657.0,785.15,787,11.82,97.30,22128,17229.80,-0.21,
entire house,entire home/apt,9,"08-2020",100.00,89.00,2250.00,600.0,709.54,172,15.70,96.57,4054,14507.83,,
entire house,entire home/apt,9,"09-2020",100.00,111.00,6191.00,600.0,731.18,185,14.59,96.86,5471,15967.79,23.56,
entire house,entire home/apt,9,"10-2020",100.00,113.00,6191.00,640.0,781.74,180,15.56,96.78,4757,16935.79,-14.83,
entire house,entire home/apt,9,"11-2020",100.00,113.00,6191.00,650.0,792.82,177,14.69,96.54,4683,17660.21,-2.49,
entire house,entire home/apt,9,"12-2020",100.00,113.00,6717.00,700.0,844.67,179,15.08,96.46,4887,20500.95,1.02,
entire house,entire home/apt,9,"01-2021",100.00,101.00,6717.00,750.0,848.01,180,15.00,96.36,4706,18722.24,0.00,
entire house,entire home/apt,9,"02-2021",100.00,105.00,6191.00,700.0,822.03,175,15.43,96.06,4367,17651.44,-2.53,
entire house,entire home/apt,9,"03-2021",100.00,105.00,6191.00,707.0,825.94,170,15.88,96.09,4243,17662.31,-2.59,
entire house,entire home/apt,9,"04-2021",99.45,136.00,6492.00,700.0,825.45,165,16.36,96.73,4173,17783.11,-3.72,
entire house,entire home/apt,10,"08-2020",100.00,99.00,6000.00,750.0,871.41,249,18.88,97.01,6053,17243.59,,
entire house,entire home/apt,10,"09-2020",100.00,120.00,5000.00,750.5,898.77,279,16.85,97.01,8560,19395.28,27.57,
entire house,entire home/apt,10,"10-2020",100.00,120.00,4714.00,800.0,948.17,267,16.48,96.76,7357,20284.02,-15.36,
entire house,entire home/apt,10,"11-2020",100.00,120.00,5000.00,800.0,962.20,262,15.65,96.80,7241,20391.32,-0.92,
entire house,entire home/apt,10,"12-2020",100.00,120.00,5000.00,900.5,1138.38,267,14.98,96.96,8048,25585.25,3.11,
entire house,entire home/apt,10,"01-2021",100.00,120.00,4500.00,883.0,1069.48,270,15.19,96.91,7523,22039.72,1.20,
entire house,entire home/apt,10,"02-2021",100.00,120.00,5000.00,827.0,1013.87,265,16.60,96.85,7103,19872.37,-2.68,
entire house,entire home/apt,10,"03-2021",100.00,120.00,5000.00,800.0,1010.20,262,14.89,96.84,7109,19977.24,-1.22,
entire house,entire home/apt,10,"04-2021",100.00,120.00,5332.00,827.0,1040.73,256,14.84,96.77,6817,20786.87,-4.02,
entire house,entire home/apt,11,"08-2020",100.00,151.00,3100.00,550.0,704.54,44,25.00,94.72,909,12244.60,,
entire house,entire home/apt,11,"09-2020",100.00,140.00,2926.00,750.0,809.90,47,21.28,95.05,1111,15035.78,22.00,
entire house,entire home/apt,11,"10-2020",100.00,120.00,3100.00,736.4300000000001,842.05,44,27.27,95.21,1100,18328.54,-21.31,
entire house,entire home/apt,11,"11-2020",100.00,106.00,3253.00,788.0,941.90,44,29.55,96.22,1124,22568.41,2.08,
entire house,entire home/apt,11,"12-2020",100.00,149.00,4007.00,788.0,963.21,40,27.50,97.05,1065,24033.40,-12.24,
entire house,entire home/apt,11,"01-2021",100.00,85.00,3690.00,800.0,933.88,40,27.50,95.72,935,20693.42,0.00,
entire house,entire home/apt,11,"02-2021",100.00,106.00,3000.00,788.0,863.00,41,24.39,96.40,1015,19289.49,4.65,
entire house,entire home/apt,11,"03-2021",100.00,107.00,3000.00,788.0,859.49,40,25.00,96.07,1006,20172.60,-4.44,
entire house,entire home/apt,11,"04-2021",100.00,104.00,3472.00,788.0,885.72,40,25.00,96.88,902,16985.56,0.00,
entire house,entire home/apt,12,"08-2020",100.00,128.00,5000.00,800.0,962.78,67,20.90,97.32,1184,14124.16,,
entire house,entire home/apt,12,"09-2020",100.00,92.00,4000.00,879.0,978.97,75,24.00,97.31,1743,19178.31,26.09,
entire house,entire home/apt,12,"10-2020",100.00,101.00,4000.00,800.0,989.87,71,28.17,97.01,1476,18897.10,-13.79,
entire house,entire home/apt,12,"11-2020",100.00,128.00,4000.00,857.0,1004.81,69,27.54,96.89,1449,19316.77,-2.67,
entire house,entire home/apt,12,"12-2020",100.00,109.00,5200.00,968.0,1213.49,75,29.33,97.34,1693,25177.11,8.22,
entire house,entire home/apt,12,"01-2021",100.00,138.00,5200.00,993.0,1150.63,74,31.08,96.95,1516,20621.60,-1.27,
entire house,entire home/apt,12,"02-2021",100.00,110.00,4000.00,914.0,1081.04,72,29.17,97.08,1371,17608.12,-1.28,
entire house,entire home/apt,12,"03-2021",100.00,110.00,4000.00,922.5,1094.39,72,29.17,97.36,1264,16943.24,-1.30,
entire house,entire home/apt,12,"04-2021",100.00,110.00,4400.00,919.0,1108.30,69,31.88,97.00,1454,21203.04,-3.95,
entire house,entire home/apt,13,"08-2020",100.00,200.00,5000.00,675.0,957.50,14,50.00,94.50,228,8417.14,,
entire house,entire home/apt,13,"09-2020",100.00,200.00,5000.00,509.0,928.10,18,55.56,95.38,477,16980.29,50.00,
entire house,entire home/apt,13,"10-2020",100.00,200.00,5000.00,600.0,1000.13,15,66.67,97.31,366,19224.44,-23.81,
entire house,entire home/apt,13,"11-2020",100.00,200.00,5000.00,600.0,968.94,16,62.50,97.53,372,18022.35,6.25,
entire house,entire home/apt,13,"12-2020",100.00,200.00,5071.00,700.0,1111.44,17,58.82,96.94,457,23755.06,5.88,
entire house,entire home/apt,13,"01-2021",100.00,214.00,5000.00,750.0,1199.27,14,57.14,96.80,318,28589.47,-16.67,
entire house,entire home/apt,13,"02-2021",100.00,240.00,5000.00,746.0,1137.15,12,58.33,96.69,237,15187.15,-13.33,
entire house,entire home/apt,13,"03-2021",100.00,301.00,5000.00,750.0,1192.92,12,50.00,96.85,238,17884.54,0.00,
entire house,entire home/apt,13,"04-2021",100.00,386.00,5000.00,696.0,1135.45,10,60.00,97.36,231,15361.27,-15.38,
entire house,entire home/apt,14,"08-2020",100.00,240.00,2586.00,470.0,741.37,24,33.33,95.65,469,13400.81,,
entire house,entire home/apt,14,"09-2020",100.00,240.00,2575.00,476.0,701.98,27,37.04,95.94,653,17269.95,19.23,
entire house,entire home/apt,14,"10-2020",100.00,240.00,3246.00,442.5,788.68,26,38.46,95.61,575,17505.96,-9.68,
entire house,entire home/apt,14,"11-2020",100.00,240.00,3289.00,570.0,911.24,27,37.04,95.62,669,21612.90,3.57,
entire house,entire home/apt,14,"12-2020",100.00,240.00,4435.00,726.0,1054.43,26,34.62,95.36,737,27110.46,-3.45,
entire house,entire home/apt,14,"01-2021",100.00,165.00,4381.00,750.0,1050.59,25,40.00,95.59,550,21379.56,-3.57,
entire house,entire home/apt,14,"02-2021",100.00,174.00,3100.00,550.0,906.11,25,44.00,95.33,520,16858.41,0.00,
entire house,entire home/apt,14,"03-2021",100.00,239.00,3087.00,501.5,852.77,24,45.83,95.31,589,18863.85,-3.70,
entire house,entire home/apt,14,"04-2021",100.00,240.00,3410.00,546.5,838.38,25,44.00,95.23,617,18924.31,0.00,
entire house,entire home/apt,15,"08-2020",100.00,513.00,1000.00,807.9300000000001,746.24,6,50.00,94.17,105,13475.79,,
entire house,entire home/apt,15,"09-2020",100.00,243.00,1000.00,656.5,662.00,7,42.86,93.63,141,14239.13,33.33,
entire house,entire home/apt,15,"10-2020",100.00,520.00,1000.00,793.0,760.20,5,60.00,95.20,122,19115.60,-37.50,
entire house,entire home/apt,15,"11-2020",100.00,360.00,1000.00,660.0,701.00,7,42.86,94.14,127,13887.86,40.00,
entire house,entire home/apt,15,"12-2020",100.00,360.00,1073.00,636.0,651.40,5,40.00,94.20,108,14974.00,-28.57,
entire house,entire home/apt,15,"01-2021",100.00,360.00,953.00,600.0,614.60,5,40.00,94.40,100,13592.80,0.00,
entire house,entire home/apt,15,"02-2021",100.00,360.00,709.00,550.0,542.25,4,25.00,93.25,85,10579.75,-20.00,
entire house,entire home/apt,15,"03-2021",100.00,360.00,621.00,550.0,520.25,4,25.00,93.25,81,9747.50,0.00,
entire house,entire home/apt,15,"04-2021",100.00,360.00,760.00,520.0,568.00,5,40.00,94.20,102,11822.20,25.00,
entire house,entire home/apt,16,"08-2020",100.00,106.00,4000.00,400.0,768.26,24,41.67,95.97,291,5978.77,,
entire house,entire home/apt,16,"09-2020",100.00,106.00,4000.00,467.5,853.15,24,41.67,96.21,321,6364.56,9.68,
entire house,entire home/apt,16,"10-2020",100.00,106.00,3500.00,448.5,792.56,25,36.00,95.77,569,13850.19,-11.76,
entire house,entire home/apt,16,"11-2020",100.00,106.00,3500.00,460.0,802.13,26,38.46,95.42,457,12658.48,3.33,
entire house,entire home/apt,16,"12-2020",100.00,106.00,3571.00,481.5,901.06,27,37.04,94.63,711,19809.88,3.23,
entire house,entire home/apt,16,"01-2021",100.00,26.00,3364.00,475.0,848.66,25,36.00,93.45,542,17545.97,-9.38,
entire house,entire home/apt,16,"02-2021",100.00,20.00,3500.00,464.0,852.69,25,36.00,94.97,408,10048.03,0.00,
entire house,entire home/apt,16,"03-2021",100.00,106.00,3500.00,457.0,865.86,24,41.67,95.54,445,10701.46,-3.45,
entire house,entire home/apt,16,"04-2021",100.00,314.00,4950.00,622.0,1269.68,22,36.36,96.28,349,11245.52,-10.71,
entire loft,entire home/apt,1,"08-2020",100.00,100.00,100.00,100.0,100.00,1,0.00,100.00,30,3000.00,,
entire loft,entire home/apt,1,"09-2020",100.00,100.00,100.00,100.0,100.00,1,0.00,100.00,30,3000.00,0.00,
entire loft,entire home/apt,1,"10-2020",100.00,100.00,100.00,100.0,100.00,1,0.00,100.00,30,3000.00,0.00,
entire loft,entire home/apt,1,"11-2020",100.00,15.00,100.00,15.0,43.33,2,0.00,100.00,90,1300.00,200.00,
entire loft,entire home/apt,1,"12-2020",100.00,15.00,100.00,19.0,44.67,2,0.00,100.00,46,1080.00,0.00,
entire loft,entire home/apt,1,"01-2021",100.00,15.00,100.00,19.0,44.67,2,0.00,100.00,90,1340.00,0.00,
entire loft,entire home/apt,1,"02-2021",100.00,15.00,100.00,19.0,44.67,2,0.00,100.00,90,1340.00,0.00,
entire loft,entire home/apt,1,"03-2021",100.00,15.00,100.00,19.0,44.67,2,0.00,100.00,90,1340.00,0.00,
entire loft,entire home/apt,1,"04-2021",100.00,15.00,100.00,19.0,44.67,2,0.00,100.00,90,1340.00,0.00,
entire loft,entire home/apt,2,"08-2020",100.00,51.00,350.00,129.0,138.54,69,36.23,94.58,1291,2601.56,,
entire loft,entire home/apt,2,"09-2020",100.00,39.00,350.00,129.0,137.41,73,34.25,94.47,1870,2831.56,30.56,
entire loft,entire home/apt,2,"10-2020",100.00,47.00,400.00,128.0,139.68,70,32.86,94.03,1568,3036.27,-18.09,
entire loft,entire home/apt,2,"11-2020",100.00,39.00,400.00,130.0,142.38,69,31.88,93.76,1656,3096.42,1.30,
entire loft,entire home/apt,2,"12-2020",100.00,43.00,350.00,137.5,153.01,70,31.43,94.78,1803,3533.09,0.00,
entire loft,entire home/apt,2,"01-2021",100.00,45.00,350.00,130.0,145.53,70,31.43,94.51,1699,3143.35,0.00,
entire loft,entire home/apt,2,"02-2021",100.00,48.00,350.00,129.0,140.56,70,31.43,94.04,1729,3037.69,0.00,
entire loft,entire home/apt,2,"03-2021",100.00,57.00,400.00,137.0,147.73,68,30.88,93.93,1589,3243.00,-10.26,
entire loft,entire home/apt,2,"04-2021",100.00,53.00,400.00,140.0,148.97,72,30.56,94.32,1731,3419.92,7.14,
entire loft,entire home/apt,3,"08-2020",100.00,75.00,450.00,139.5,187.29,14,14.29,92.86,218,2278.71,,
entire loft,entire home/apt,3,"09-2020",100.00,75.00,450.00,149.0,206.67,18,16.67,93.19,420,3961.43,50.00,
entire loft,entire home/apt,3,"10-2020",100.00,79.00,450.00,155.5,197.63,16,25.00,93.88,307,3515.31,-23.81,
entire loft,entire home/apt,3,"11-2020",100.00,79.00,450.00,144.5,198.00,14,21.43,93.29,231,2977.64,-12.50,
entire loft,entire home/apt,3,"12-2020",100.00,79.00,450.00,149.0,195.54,13,15.38,92.85,292,3830.23,-7.14,
entire loft,entire home/apt,3,"01-2021",100.00,79.00,450.00,139.5,188.36,14,21.43,91.71,318,3669.29,7.69,
entire loft,entire home/apt,3,"02-2021",100.00,79.00,450.00,140.0,187.00,15,26.67,93.07,310,3460.67,7.14,
entire loft,entire home/apt,3,"03-2021",100.00,79.00,450.00,144.5,190.50,14,21.43,92.64,325,3784.21,-6.67,
entire loft,entire home/apt,3,"04-2021",100.00,79.00,450.00,154.0,203.57,14,14.29,92.57,288,3545.14,0.00,
entire loft,entire home/apt,4,"08-2020",100.00,64.00,361.00,149.0,156.01,45,48.89,96.06,859,2846.45,,
entire loft,entire home/apt,4,"09-2020",100.00,60.00,361.00,141.5,150.22,43,46.51,95.73,969,2696.59,10.64,
entire loft,entire home/apt,4,"10-2020",100.00,65.00,372.00,148.5,158.11,42,45.24,95.75,908,3254.75,-15.38,
entire loft,entire home/apt,4,"11-2020",100.00,68.00,381.00,149.5,163.52,42,45.24,95.77,905,3288.75,0.00,
entire loft,entire home/apt,4,"12-2020",100.00,67.00,428.00,150.0,169.48,40,42.50,95.79,1004,3973.74,-4.55,
entire loft,entire home/apt,4,"01-2021",100.00,64.00,406.00,155.0,167.16,42,42.86,94.86,910,3324.66,4.76,
entire loft,entire home/apt,4,"02-2021",100.00,80.00,370.00,157.5,173.61,42,40.48,94.89,1079,4149.66,0.00,
entire loft,entire home/apt,4,"03-2021",100.00,80.00,475.00,152.0,180.66,42,40.48,94.89,1053,4211.89,0.00,
entire loft,entire home/apt,4,"04-2021",100.00,88.00,475.00,162.0,180.21,40,37.50,94.79,1032,4622.36,-4.55,
entire loft,entire home/apt,5,"08-2020",100.00,69.00,139.00,100.0,101.00,5,0.00,93.20,68,1298.00,,
entire loft,entire home/apt,5,"09-2020",100.00,90.00,271.00,119.5,136.75,6,0.00,92.13,148,2719.13,60.00,
entire loft,entire home/apt,5,"10-2020",100.00,89.00,208.00,130.0,133.83,6,0.00,91.83,112,2511.00,-25.00,
entire loft,entire home/apt,5,"11-2020",100.00,89.00,168.00,139.0,128.80,5,0.00,91.60,87,1911.60,-16.67,
entire loft,entire home/apt,5,"12-2020",100.00,89.00,234.00,165.0,152.71,7,14.29,93.71,166,3516.00,40.00,
entire loft,entire home/apt,5,"01-2021",100.00,89.00,207.00,142.0,141.57,7,14.29,93.86,161,3263.86,0.00,
entire loft,entire home/apt,5,"02-2021",100.00,89.00,207.00,148.0,146.29,7,14.29,93.86,170,3457.14,0.00,
entire loft,entire home/apt,5,"03-2021",100.00,89.00,207.00,147.0,143.00,6,16.67,94.00,152,3506.00,-14.29,
entire loft,entire home/apt,5,"04-2021",100.00,89.00,207.00,145.5,142.50,8,25.00,95.13,164,2777.75,33.33,
entire loft,entire home/apt,6,"08-2020",100.00,98.00,450.00,241.5,234.00,12,25.00,97.58,273,5502.25,,
entire loft,entire home/apt,6,"09-2020",100.00,98.00,450.00,220.0,225.08,11,18.18,98.23,224,3926.15,8.33,
entire loft,entire home/apt,6,"10-2020",100.00,98.00,450.00,223.5,227.50,12,25.00,91.00,261,5030.75,-7.69,
entire loft,entire home/apt,6,"11-2020",100.00,98.00,450.00,227.0,240.27,11,27.27,90.36,225,4914.18,-8.33,
entire loft,entire home/apt,6,"12-2020",100.00,98.00,1200.00,225.0,307.10,10,30.00,89.30,244,7889.40,-9.09,
